1.000000000000000000e+00,0.000000000000000000e+00,4.727334121222353906e-03,2.532500422083403847e-03,2.363667060611176953e-03,2.211717035286172445e-02,6.246834374472395521e-03,1.013000168833361365e-03,1.249366874894479104e-02,2.532500422083403847e-03
0.000000000000000000e+00,1.000000000000000000e+00,4.746366063482646350e-03,6.229605458320973226e-03,8.899436369029961906e-04,7.861168792643133396e-03,4.449718184514980953e-04,1.928211213289825025e-03,2.862652032037970792e-02,2.373183031741323175e-03
5.538771399798590560e-03,1.107754279959718112e-02,1.000000000000000000e+00,1.997314535078885400e-02,1.812688821752266033e-02,5.035246727089627387e-03,1.275595837529372271e-02,1.477005706612957367e-02,3.726082578046324006e-02,5.706612957368244372e-03
2.935899526993965020e-03,3.425216114826292596e-03,2.169303539389985311e-02,1.000000000000000000e+00,6.524221171097700648e-04,5.561898548360789257e-02,3.914532702658619738e-03,8.481487522427010733e-03,2.642309574294568475e-02,1.239602022508562960e-02
1.711742553919890462e-03,4.450530640191715029e-03,5.477576172543649133e-03,1.369394043135912283e-03,1.000000000000000000e+00,1.540568298527901373e-03,9.243409791167408671e-03,1.027045532351934321e-03,9.072235535775420232e-03,1.052721670660732578e-01
1.309721453606345690e-02,5.349566500645636970e-03,6.087437742114000690e-03,3.578675521121564562e-02,1.088360081165836574e-02,1.000000000000000000e+00,1.623316731230400184e-02,3.320420586607637174e-03,4.242759638443091563e-02,1.272827891532927504e-02
4.224400135180804601e-03,2.703616086515714563e-03,1.047651233524839534e-02,5.069280162216965348e-04,1.470091247042919907e-02,2.754308888137884520e-02,1.000000000000000000e+00,6.759040216289286408e-04,1.165934437309902073e-02,6.759040216289286408e-04
3.990422984836392538e-03,7.821229050279330033e-03,1.420590582601755775e-02,5.905826017557860852e-03,8.938547486033518799e-03,1.117318435754189850e-03,3.192338387869113857e-04,1.000000000000000000e+00,3.671189146049481152e-03,7.597765363128491933e-02
4.614595795590497110e-03,1.589471885147837951e-02,1.076739018971115992e-02,2.085113655785336001e-02,4.443684840198256283e-03,2.837121859511194596e-02,6.494616304905144466e-03,2.563664330883609795e-03,1.000000000000000000e+00,1.418560929755597298e-02
5.042864346949066899e-03,4.706673390485796235e-03,3.530005042864346743e-03,1.378382921499411717e-02,3.008909060346276823e-02,5.883341738107244860e-03,8.404773911581778527e-04,2.420574886535552250e-02,8.740964868045049407e-03,1.000000000000000000e+00
